order_id,customer_id,product_id,quantity,order_date
149,375,48,4,2025-07-11
150,321,14,3,2025-08-11
151,26,12,3,2025-02-17
152,259,47,1,2025-03-01
153,192,47,2,2025-07-23
154,294,21,1,2025-11-08
155,150,27,1,2025-10-22
156,329,31,4,2025-05-18
157,412,56,4,2025-07-06
158,149,34,4,2025-04-18
159,302,11,4,2025-01-07
160,142,56,4,2025-04-22
161,261,50,1,2025-05-28
162,328,42,2,2025-01-31
163,330,47,3,2025-11-18
164,64,42,3,2024-11-24
165,257,37,4,2024-12-30
166,220,17,3,2025-05-27
167,258,14,3,2025-06-27
168,24,3,3,2025-03-10
169,101,38,2,2024-12-20
170,272,24,2,2025-01-26
171,422,54,3,2025-01-24
172,125,30,1,2025-05-07
173,202,17,1,2025-04-26
174,439,7,2,2025-02-12
175,423,52,4,2024-11-28
176,208,41,3,2025-06-16
177,449,2,2,2025-01-19
178,254,59,4,2025-09-25
179,140,54,1,2025-07-29
180,60,42,2,2025-09-09
181,344,24,2,2025-10-08
182,105,36,1,2025-01-08
183,2,58,3,2025-03-24
184,102,24,3,2025-08-03
185,282,42,3,2025-03-25
186,361,53,4,2025-09-24
187,59,4,4,2025-09-02
188,443,41,4,2025-02-20
189,193,40,2,2025-05-14
190,441,13,4,2025-02-26
191,155,41,2,2025-06-23
192,194,18,1,2025-02-05
193,101,10,1,2025-10-10
194,12,59,2,2025-08-10
195,33,27,4,2025-10-31
196,267,33,2,2024-12-11
197,317,10,1,2025-08-19
198,61,21,2,2025-01-20
199,116,28,3,2025-07-03
200,72,42,2,2025-09-19
201,262,12,4,2025-07-29
202,446,13,3,2025-08-07
203,94,29,3,2025-11-06
204,72,52,2,2025-04-08
205,186,51,3,2025-09-26
206,148,9,1,2025-05-08
207,308,34,2,2025-03-11
208,29,33,2,2025-06-25
209,201,9,2,2024-12-06
210,231,27,3,2025-02-01
211,149,29,1,2025-06-10
212,211,48,3,2025-04-15
213,89,58,3,2025-02-11
214,58,9,4,2025-03-15
215,274,22,2,2024-12-24
216,269,13,3,2025-04-01
217,195,14,3,2025-02-16
218,251,8,4,2025-11-12
219,230,36,1,2025-01-28
220,309,32,4,2025-03-30
221,385,16,3,2025-05-07
222,434,31,2,2024-11-24
223,373,49,2,2025-09-10
224,161,18,2,2025-07-24
225,200,52,4,2025-03-13
226,80,21,1,2025-09-22
227,260,48,3,2025-02-18
228,426,8,1,2025-06-19
229,348,7,3,2025-09-19
230,105,45,1,2025-09-29
231,151,59,3,2025-04-18
232,108,15,3,2025-03-07
233,240,29,1,2025-05-23
234,2,58,4,2025-06-01
235,150,60,3,2025-07-23
236,168,50,4,2025-07-30
237,290,43,3,2025-04-18
238,223,45,3,2025-09-23
239,195,16,4,2025-02-10
240,83,4,3,2025-01-06
241,192,47,1,2025-01-21
242,139,35,4,2025-05-26
243,71,56,4,2025-04-21
244,291,45,3,2025-01-28
245,102,32,4,2024-12-30
246,115,8,2,2025-09-23
247,103,13,2,2025-01-03
248,173,47,4,2025-02-19
249,411,41,3,2025-02-23
250,243,56,2,2025-05-13
251,108,23,2,2025-07-03
252,209,17,3,2025-06-17
253,227,28,2,2025-06-29
254,279,35,3,2025-02-14
255,346,25,3,2025-09-02
256,174,34,3,2024-11-28
257,132,6,1,2025-11-01
258,271,4,4,2025-02-22
259,53,46,4,2025-05-05
260,284,44,3,2025-08-25
261,197,4,4,2025-08-27
262,255,8,3,2025-05-25
263,258,16,4,2025-05-29
264,111,1,1,2024-12-18
265,416,2,3,2025-07-13
266,282,46,1,2025-08-24
267,357,55,3,2025-08-16
268,12,55,3,2024-12-01
269,174,8,3,2025-10-09
270,399,20,3,2025-07-18
271,124,51,1,2025-09-17
272,98,45,2,2025-01-20
273,117,22,3,2025-03-01
274,108,57,3,2025-07-12
275,215,20,4,2025-07-26
276,299,33,1,2025-10-19
277,129,15,4,2025-10-28
278,77,5,2,2025-01-08
279,125,9,1,2025-01-03
280,446,52,2,2025-01-14
281,149,23,3,2025-06-28
282,63,8,3,2025-01-23
283,443,55,4,2025-04-19
284,279,14,1,2025-05-30
285,123,33,1,2025-01-18
286,248,10,2,2025-10-24
287,174,7,3,2024-11-18
288,413,33,3,2025-04-17
289,214,15,4,2025-10-18
290,167,27,4,2025-07-09
291,72,6,3,2025-01-05
292,11,55,1,2025-09-30
293,283,12,4,2025-10-03
294,192,37,1,2025-02-17
295,325,15,4,2025-03-13
296,158,15,4,2025-01-22
297,243,18,3,2025-10-16
298,71,55,2,2025-05-07
299,297,3,1,2025-08-23
300,295,46,2,2025-07-02
301,421,58,4,2025-11-11
302,431,20,1,2025-11-12
303,16,4,4,2025-03-20
304,445,51,4,2024-12-27
305,105,49,3,2025-01-01
306,254,53,2,2025-09-16
307,188,16,4,2025-07-23
308,144,12,1,2025-03-02
309,112,39,1,2025-07-27
310,152,19,3,2025-01-07
311,393,35,1,2025-03-03
312,218,55,4,2025-10-30
313,153,25,4,2025-03-22
314,202,30,3,2025-03-10
315,104,45,1,2025-02-19
316,96,35,2,2025-05-26
317,105,6,2,2025-07-22
318,298,3,2,2025-07-26
319,367,14,3,2025-09-17
320,17,29,2,2025-02-15
321,369,16,4,2025-03-14
322,175,57,2,2025-05-03
323,149,14,2,2025-01-02
324,193,49,4,2025-07-12
325,286,48,3,2025-07-06
326,415,59,2,2025-11-10
327,384,21,3,2025-10-20
328,415,11,4,2025-02-09
329,109,7,1,2025-06-18
330,266,50,2,2025-11-02
331,118,46,2,2025-08-10
332,372,1,4,2025-08-26
333,22,36,1,2025-02-05
334,252,36,3,2025-04-04
335,77,47,2,2025-09-20
336,414,18,1,2025-11-11
337,364,50,2,2025-06-04
338,317,49,1,2025-01-24
339,55,5,1,2025-01-26
340,95,13,2,2025-05-26
341,27,43,1,2025-10-28
342,109,5,2,2025-05-04
343,30,22,4,2025-06-02
344,315,27,3,2025-07-13
345,323,4,2,2024-11-30
346,232,20,2,2024-12-18
347,381,38,4,2025-03-30
348,434,5,3,2025-02-23
349,334,18,2,2025-01-24
350,21,24,1,2025-07-11
351,389,12,1,2025-05-12
352,173,49,1,2025-09-02
353,87,5,4,2025-08-07
354,62,45,2,2025-09-30
355,21,47,2,2025-04-27
356,311,28,4,2025-04-01
357,268,25,1,2025-05-21
358,121,41,2,2025-04-28
359,1,48,3,2025-01-13
360,225,47,2,2025-04-08
361,7,50,4,2025-09-02
362,115,35,1,2025-03-02
363,143,20,4,2025-08-29
364,27,49,3,2025-04-21
365,222,8,3,2025-07-13
366,379,9,1,2025-05-18
367,13,37,1,2025-09-28
368,190,13,1,2025-11-13
369,192,52,4,2025-04-11
370,115,38,1,2024-12-09
371,420,55,2,2025-02-02
372,115,44,3,2025-07-27
373,382,34,2,2025-03-04
374,123,57,2,2025-10-19
375,111,44,4,2025-04-01
376,449,3,1,2024-12-24
377,431,33,1,2024-12-24
378,243,30,1,2025-09-30
379,288,36,2,2025-01-03
380,374,37,2,2025-01-26
381,149,8,2,2025-05-08
382,355,22,3,2025-02-14
383,203,39,1,2025-01-25
384,217,16,4,2025-04-05
385,126,56,1,2025-02-28
386,426,54,3,2025-09-24
387,256,52,1,2024-12-18
388,36,16,4,2024-12-19
389,298,50,2,2025-04-05
390,142,45,3,2025-08-23
391,66,49,3,2025-07-16
392,224,31,3,2025-04-08
393,168,15,1,2025-03-18
394,147,44,3,2025-03-07
395,298,12,3,2025-08-25
396,449,8,4,2025-01-14
397,211,20,2,2025-03-17
398,229,32,2,2025-09-15
399,236,33,3,2024-11-27
400,289,32,3,2025-01-21
401,184,52,1,2025-06-14
402,214,27,3,2025-03-01
403,259,19,3,2025-06-15
404,343,58,3,2025-07-18
405,226,17,2,2025-06-23
406,417,52,4,2025-10-30
407,346,20,2,2025-09-19
408,305,41,2,2025-01-05
409,218,38,3,2025-02-05
410,271,19,2,2025-08-29
411,249,27,3,2025-05-13
412,273,45,1,2025-04-30
413,334,17,3,2025-07-10
414,215,23,2,2025-08-30
415,449,16,3,2025-02-18
416,45,26,3,2025-05-02
417,374,22,2,2025-01-02
418,371,52,4,2024-11-24
419,226,28,1,2025-05-01
420,263,37,1,2024-12-18
421,100,4,3,2024-12-22
422,385,24,1,2025-10-17
423,154,46,4,2025-09-30
424,307,9,3,2025-08-25
425,347,50,4,2025-05-31
426,380,49,2,2025-10-26
427,141,50,2,2025-09-23
428,324,30,4,2025-01-05
429,126,46,1,2025-04-03
430,308,43,3,2025-08-24
431,328,41,2,2025-02-09
432,393,28,1,2024-11-21
433,434,50,4,2025-01-27
434,326,56,2,2025-01-24
435,89,51,4,2025-02-27
436,112,1,1,2024-11-18
437,389,36,4,2025-06-16
438,191,21,1,2025-01-25
439,176,52,4,2025-10-19
440,12,47,1,2025-02-28
441,76,49,4,2025-05-31
442,418,37,4,2025-04-13
443,210,33,1,2025-10-13
444,232,44,2,2025-10-31
445,163,44,1,2025-08-21
446,312,7,4,2024-12-17
447,398,24,2,2025-04-25
448,7,59,1,2025-04-17
449,70,54,1,2025-01-27
450,134,41,2,2025-11-04
451,427,57,3,2025-08-20
452,112,55,3,2025-06-24
453,24,50,3,2025-07-09
454,102,10,3,2025-09-11
455,83,6,2,2025-09-30
456,79,43,4,2024-12-12
457,385,5,2,2025-02-05
458,85,57,4,2025-01-26
459,72,43,2,2025-02-23
460,238,25,4,2025-01-26
461,256,22,3,2025-05-19
462,338,51,3,2024-11-23
463,245,27,1,2025-07-13
464,337,49,2,2025-09-16
465,262,38,2,2025-11-05
466,121,25,3,2025-07-27
467,216,38,2,2025-08-22
468,187,2,1,2024-12-30
469,212,55,3,2025-11-16
470,250,3,4,2025-07-31
471,298,17,2,2025-01-07
472,88,14,3,2025-08-28
473,168,13,2,2025-08-23
474,196,13,4,2025-06-14
475,347,2,3,2025-04-06
476,342,12,3,2025-10-10
477,71,14,3,2025-08-08
478,303,9,4,2025-11-06
479,361,11,4,2025-08-12
480,28,10,1,2025-04-30
481,251,53,3,2025-08-16
482,16,54,1,2025-06-17
483,276,26,1,2025-09-14
484,74,25,1,2025-04-06
485,368,2,4,2025-02-21
486,42,41,1,2025-05-28
487,390,28,2,2024-12-18
488,424,11,3,2025-10-07
489,208,3,3,2025-07-13
490,405,23,3,2025-06-22
491,362,31,4,2025-09-22
492,155,3,2,2025-01-17
493,204,11,3,2025-02-19
494,175,24,2,2025-10-21
495,206,12,2,2025-11-17
496,343,13,3,2025-03-27
497,251,41,1,2025-02-03
498,405,39,3,2025-07-18
499,333,39,4,2025-10-12
500,288,9,1,2025-11-15
501,445,9,2,2025-08-10
502,35,49,4,2025-01-20
503,11,25,4,2025-09-13
504,138,17,3,2024-11-29
505,295,7,3,2025-11-12
506,137,58,4,2025-04-07
507,134,44,2,2025-11-17
508,97,36,1,2025-02-10
509,237,11,3,2025-01-07
510,303,31,3,2025-02-02
511,397,49,3,2024-11-25
512,177,55,4,2025-03-31
513,209,56,3,2025-07-17
514,319,9,2,2025-08-19
515,126,10,1,2025-10-01
516,283,16,3,2025-09-19
517,41,34,3,2025-11-06
518,447,40,1,2025-06-16
519,394,48,3,2025-07-12
520,239,44,3,2025-09-14
521,93,34,1,2024-12-29
522,205,25,4,2025-04-04
523,331,55,4,2025-02-18
524,35,57,2,2025-07-11
525,419,38,2,2025-09-05
526,21,57,4,2025-03-06
527,403,17,3,2025-02-10
528,218,55,2,2025-10-18
529,333,58,1,2025-10-18
530,9,13,2,2025-09-16
531,334,13,4,2025-08-23
532,352,44,2,2025-08-27
533,322,1,4,2025-08-04
534,323,40,1,2025-03-15
535,136,16,2,2025-08-30
536,238,23,2,2024-12-17
537,151,36,4,2025-10-27
538,397,4,1,2025-02-01
539,150,38,1,2025-06-17
540,12,48,2,2024-11-23
541,218,23,1,2024-11-21
542,167,38,2,2025-08-19
543,147,14,1,2025-01-25
544,409,23,1,2025-02-27
545,159,23,3,2025-05-15
546,52,45,2,2025-07-20
547,413,18,4,2025-01-26
548,91,7,4,2025-03-11
549,225,18,2,2025-08-09
550,34,47,4,2025-09-09
551,49,46,4,2025-11-11
552,177,48,4,2025-10-30
553,203,23,4,2025-05-03
554,353,47,1,2025-03-18
555,317,38,2,2025-10-23
556,226,49,1,2024-11-18
557,231,53,3,2025-03-09
558,142,25,4,2024-12-04
559,109,14,1,2025-09-13
560,210,17,4,2025-04-28
561,399,11,3,2024-12-14
562,233,46,2,2025-06-09
563,360,35,2,2025-06-02
564,141,49,4,2025-07-26
565,148,45,3,2025-08-17
566,372,21,3,2025-01-19
567,172,11,4,2025-10-15
568,200,6,1,2025-01-19
569,35,35,1,2025-07-09
570,119,56,4,2025-08-22
571,450,34,3,2024-12-23
572,203,45,3,2025-06-07
573,403,42,4,2025-03-25
574,159,47,1,2025-03-27
575,145,3,1,2025-07-11
576,191,60,1,2025-09-04
577,324,14,3,2025-01-06
578,349,21,3,2025-04-12
579,435,20,4,2025-01-06
580,306,60,3,2025-07-10
581,277,5,2,2025-10-23
582,135,51,3,2024-12-07
583,68,5,4,2025-08-16
584,76,23,4,2025-08-25
585,329,24,3,2025-04-30
586,29,20,1,2025-10-23
587,151,42,2,2025-09-20
588,408,56,4,2025-04-11
589,309,14,2,2025-01-15
590,9,5,4,2025-07-18
591,396,1,1,2024-12-28
592,390,49,2,2025-01-16
593,134,16,4,2025-06-17
594,348,11,4,2025-11-18
595,394,9,2,2025-10-13
596,315,33,2,2025-04-04
597,261,43,4,2025-08-24
598,416,3,3,2025-08-29
599,433,8,4,2024-12-07
600,290,41,1,2025-09-16
601,193,58,2,2025-08-25
602,180,6,1,2025-07-02
603,264,50,3,2024-12-21
604,69,45,2,2025-10-03
605,42,44,4,2025-08-17
606,336,8,1,2025-05-06
607,32,54,1,2025-03-21
608,339,20,3,2025-08-22
609,121,26,1,2025-11-16
610,58,16,1,2025-09-29
611,102,13,4,2025-05-20
612,132,59,1,2025-04-04
613,433,12,3,2025-08-05
614,232,36,3,2024-12-13
615,421,17,2,2025-09-02
616,34,56,1,2025-05-02
617,209,30,2,2024-12-28
618,199,21,2,2025-05-10
619,120,42,1,2024-12-08
620,327,60,1,2025-08-31
621,147,3,2,2025-02-01
622,269,5,4,2025-02-20
623,222,14,1,2025-05-15
624,213,60,4,2025-02-17
625,281,49,3,2025-07-24
626,213,15,2,2025-10-28
627,282,31,2,2025-01-17
628,100,22,1,2025-09-09
629,209,11,2,2025-02-14
630,71,23,3,2025-07-12
631,356,18,4,2025-02-19
632,118,7,1,2025-02-22
633,369,11,4,2025-05-09
634,359,36,3,2025-05-15
635,239,51,1,2025-07-04
636,118,45,3,2025-11-16
637,254,2,3,2025-06-10
638,52,36,2,2025-03-14
639,161,20,1,2025-06-01
640,347,18,2,2025-06-27
641,386,35,4,2025-09-23
642,160,18,1,2025-09-30
643,450,3,1,2024-11-29
644,447,56,3,2025-10-15
645,108,44,1,2024-11-24
646,405,36,4,2025-03-07
647,328,60,1,2025-05-01
648,25,12,3,2025-10-07
649,447,57,4,2025-02-08
650,85,29,1,2025-10-18
651,295,18,3,2025-05-13
652,130,32,1,2025-08-15
653,371,25,2,2025-03-05
654,64,46,4,2025-07-02
655,321,47,3,2025-03-17
656,138,9,3,2025-03-29
657,342,54,1,2025-05-11
658,280,20,4,2025-07-08
659,256,55,3,2024-12-21
660,163,4,2,2025-03-23
661,370,21,2,2025-05-23
662,383,13,1,2025-09-17
663,245,38,3,2025-08-22
664,60,50,3,2025-04-15
665,22,47,3,2025-07-25
666,40,6,1,2025-10-04
667,371,51,2,2024-12-06
668,337,33,4,2025-10-01
669,173,31,3,2025-05-28
670,124,48,2,2025-11-01
671,254,56,2,2025-05-04
672,349,45,2,2025-01-29
673,374,30,3,2025-08-28
674,400,8,1,2024-12-25
675,135,34,4,2025-09-07
676,104,37,3,2025-09-03
677,433,9,3,2025-02-07
678,422,17,1,2025-06-20
679,174,16,4,2025-09-18
680,420,29,4,2025-03-13
681,58,58,3,2025-10-09
682,43,8,4,2025-04-12
683,232,38,1,2025-06-09
684,428,33,4,2025-07-14
685,218,13,2,2025-04-17
686,269,49,4,2025-07-30
687,359,7,3,2025-06-26
688,49,9,1,2025-03-06
689,449,59,3,2025-07-11
690,333,7,1,2025-01-16
691,311,22,1,2025-05-28
692,85,13,4,2024-11-24
693,297,55,2,2025-10-04
694,85,33,3,2025-01-13
695,145,38,2,2025-07-08
696,450,35,4,2025-08-31
697,194,11,3,2025-05-21
698,146,30,3,2025-01-01
699,336,6,4,2025-01-23
700,450,18,1,2025-09-02
701,33,19,1,2025-10-15
702,74,20,2,2025-02-10
703,327,16,1,2025-09-02
704,74,33,4,2025-09-07
705,188,43,1,2025-05-31
706,68,60,3,2025-09-14
707,356,8,3,2025-04-07
708,141,20,1,2025-08-08
709,84,12,2,2025-09-15
710,423,60,2,2025-08-17
711,151,39,3,2025-03-22
712,279,13,4,2025-01-22
713,100,53,4,2025-11-12
714,380,48,1,2025-05-16
715,34,1,3,2025-06-27
716,161,48,3,2025-11-09
717,65,25,2,2025-05-07
718,434,29,4,2025-05-02
719,239,14,4,2025-08-03
720,249,42,4,2025-07-04
721,351,23,2,2025-06-04
722,145,49,4,2025-10-25
723,135,51,1,2025-04-27
724,372,58,1,2025-09-29
725,203,4,1,2024-12-17
726,225,26,1,2025-07-10
727,319,18,2,2025-02-05
728,6,13,2,2025-01-06
729,75,25,3,2025-11-03
730,429,18,4,2025-02-18
731,162,12,3,2025-03-05
732,84,11,4,2025-07-07
733,361,19,2,2025-07-03
734,106,9,4,2025-02-26
735,181,14,2,2025-06-16
736,129,14,4,2025-06-27
737,34,30,2,2025-06-25
738,83,38,3,2025-08-16
739,449,25,4,2025-08-14
740,91,47,4,2025-09-16
741,181,45,2,2025-06-03
742,273,54,1,2025-09-05
743,238,48,2,2024-12-06
744,376,16,3,2025-03-19
745,426,35,2,2025-07-07
746,299,35,3,2025-04-02
747,118,22,3,2025-10-26
748,324,55,4,2024-12-08
749,141,37,2,2025-11-07
750,160,38,1,2025-01-11
751,171,59,3,2025-09-13
752,154,25,3,2025-02-07
753,296,58,2,2025-02-12
754,135,54,2,2025-05-04
755,91,21,1,2025-03-18
756,266,58,4,2025-02-10
757,17,40,1,2025-11-12
758,183,36,4,2025-06-09
759,155,8,3,2025-10-18
760,239,22,2,2025-11-11
761,52,12,1,2025-09-25
762,80,59,4,2025-07-21
763,33,36,3,2025-09-24
764,297,42,2,2025-02-10
765,335,40,2,2025-11-06
766,48,42,1,2025-05-22
767,112,31,1,2025-01-28
768,379,34,1,2025-06-13
769,173,30,1,2025-01-12
770,394,10,2,2025-08-27
771,316,40,1,2024-12-24
772,238,48,2,2025-04-06
773,439,57,3,2025-03-03
774,131,21,2,2024-12-15
775,69,34,3,2025-02-22
776,85,12,4,2025-10-06
777,395,34,3,2025-10-06
778,160,24,3,2025-09-26
779,72,27,2,2025-03-07
780,411,10,3,2025-03-04
781,193,14,1,2025-07-18
782,275,19,1,2025-04-25
783,159,11,1,2025-05-31
784,82,50,2,2025-03-11
785,173,34,2,2025-06-18
786,356,50,3,2024-11-26
787,170,10,3,2025-03-24
788,402,47,3,2025-09-09
789,44,7,3,2025-09-07
790,443,24,3,2025-03-12
791,44,58,4,2025-02-04
792,139,45,4,2025-09-08
793,138,54,1,2025-02-25
794,290,34,3,2025-09-14
795,82,3,4,2025-10-26
796,96,10,4,2024-12-29
797,201,35,2,2025-11-17
798,23,32,3,2025-01-14
799,441,48,3,2025-01-15
800,414,46,3,2024-12-29
801,337,13,2,2024-12-24
802,418,15,3,2025-10-08
803,347,29,4,2025-01-31
804,47,59,3,2025-10-28
805,94,32,1,2025-02-03
806,158,5,2,2025-08-12
807,249,56,4,2025-10-26
808,62,41,2,2024-11-27
809,35,42,3,2024-12-25
810,390,52,4,2025-06-03
811,321,16,2,2025-04-14
812,267,13,3,2025-01-17
813,170,10,4,2025-07-03
814,197,27,2,2025-05-07
815,316,33,4,2025-09-01
816,109,41,2,2025-01-12
817,14,43,3,2025-09-04
818,414,27,2,2025-05-10
819,75,17,1,2025-03-23
820,163,28,1,2025-04-16
821,313,17,2,2025-06-19
822,257,9,3,2025-07-16
823,50,37,1,2025-05-26
824,245,20,4,2025-07-14
825,345,28,4,2025-06-01
826,282,34,3,2024-12-17
827,125,18,2,2025-02-28
828,32,46,2,2025-11-11
829,386,29,2,2025-08-26
830,360,16,1,2025-03-11
831,128,20,1,2025-08-16
832,322,9,4,2025-04-24
833,180,54,2,2024-12-11
834,33,58,2,2025-07-07
835,122,30,2,2025-09-28
836,218,57,2,2025-08-16
837,295,51,2,2025-11-01
838,99,17,4,2025-02-28
839,362,31,3,2025-06-07
840,305,50,1,2025-11-02
841,96,43,3,2025-04-25
842,332,60,2,2025-08-12
843,51,23,4,2025-07-04
844,128,39,3,2025-03-27
845,115,40,3,2025-02-24
846,117,11,4,2025-11-08
847,337,7,1,2024-12-01
848,62,9,3,2025-03-31
849,363,1,3,2025-04-02
850,243,17,3,2025-09-10
851,42,14,4,2025-10-31
852,34,43,1,2025-02-08
853,245,54,1,2025-09-19
854,312,16,3,2025-03-25
855,409,12,2,2025-03-19
856,320,55,3,2024-12-28
857,268,53,4,2025-08-22
858,149,28,4,2025-05-01
859,52,28,2,2025-08-14
860,4,59,1,2025-07-06
861,322,29,2,2025-04-27
862,80,3,2,2024-12-29
863,347,10,4,2025-10-06
864,402,33,3,2025-09-10
865,29,46,2,2025-05-26
866,159,26,4,2025-10-10
867,385,6,4,2025-09-04
868,449,22,2,2025-04-04
869,123,4,3,2025-04-13
870,239,58,3,2025-11-12
871,55,34,3,2025-08-01
872,46,19,2,2024-12-20
873,336,50,4,2025-07-17
874,317,6,1,2025-02-19
875,145,21,1,2025-08-22
876,363,40,2,2025-09-23
877,205,35,1,2024-12-19
878,272,12,4,2025-08-20
879,345,30,3,2025-05-02
880,277,53,2,2025-10-26
881,364,5,3,2024-11-26
882,179,28,3,2025-05-07
883,329,23,1,2025-11-16
884,195,19,4,2025-02-22
885,95,44,1,2024-12-02
886,377,23,2,2025-07-22
887,263,47,1,2025-07-03
888,430,16,1,2025-08-05
889,229,46,3,2024-12-11
890,166,15,2,2025-04-16
891,269,5,1,2025-09-30
892,101,46,1,2025-04-01
893,260,5,3,2025-10-13
894,97,7,1,2025-10-29
895,54,7,3,2024-12-10
896,104,42,4,2025-01-28
897,259,15,2,2025-06-04
898,34,13,1,2025-03-18
899,317,4,2,2025-08-22
900,336,48,2,2025-09-30
901,253,1,2,2025-05-08
902,100,37,1,2025-09-04
903,4,48,2,2025-03-20
904,328,35,4,2025-10-12
905,148,57,4,2025-05-29
906,74,41,4,2025-10-07
907,118,19,3,2024-12-18
908,415,13,2,2025-11-01
909,445,52,3,2025-08-02
910,137,51,1,2025-09-23
911,420,17,3,2025-11-11
912,398,15,1,2025-10-20
913,215,49,2,2024-12-24
914,439,57,4,2025-02-22
915,249,16,2,2025-01-14
916,19,25,1,2025-04-24
917,408,37,3,2025-03-24
918,12,48,3,2025-09-13
919,34,26,3,2025-11-01
920,77,16,4,2025-06-13
921,73,35,4,2025-02-06
922,65,55,3,2025-06-14
923,256,12,4,2025-07-26
924,362,39,1,2024-11-26
925,226,8,4,2024-12-28
926,80,27,1,2025-07-24
927,284,41,3,2025-11-15
928,231,30,1,2025-06-08
929,218,40,4,2025-05-09
930,88,22,2,2025-11-11
